GIORNO,DATA,REGIONE,POSITIVI,DIMESSI,DECEDUTI,CASI TOTALI,Rt,P.TamponiPos,P.PostiNorm.,P.Posti.ICU,,V-1,V-7,V-1,V-7,V-1,V-7,V-1,V-7,M-7,V-1,V-7,V-1,V-7,V-1,V-7
0,24/02/2020,ABRUZZO,0,0,0,0,,"0,00%","0,00%","0,00%",,,,,,,,,,,,,,,"0,00%","0,00%"
0,24/02/2020,BASILICATA,0,0,0,0,"0,44","0,00%","0,00%","0,00%",,,,,,,,,,,,,,,"0,00%","-3,50%"
0,24/02/2020,CALABRIA,0,0,0,0,"3,90","0,00%","0,00%","0,00%",,,,,,,,,,,,,,,"0,00%","-6,24%"
0,24/02/2020,CAMPANIA,0,0,0,0,"3,07","0,00%","0,07%","0,00%",,,,,,,,,,,,,,,"0,00%","-6,52%"
0,24/02/2020,EMILIA ROMAGNA,18,0,0,18,"0,81","12,16%","0,07%","0,00%",,,,,,,,,,,,,,,"12,16%","3,23%"
0,24/02/2020,FRIULI VENEZIA GIULIA,0,0,0,0,"0,28","0,00%","0,14%","0,00%",,,,,,,,,,,,,,,"0,00%","-5,18%"
0,24/02/2020,LAZIO,2,1,0,3,"5,07","1,61%","0,20%","0,00%",,,,,,,,,,,,,,,"1,61%","-1,66%"
0,24/02/2020,LIGURIA,0,0,0,0,"0,27","0,00%","0,20%","0,00%",,,,,,,,,,,,,,,"0,00%","-3,03%"
0,24/02/2020,LOMBARDIA,166,0,6,172,"6,91","11,35%","0,34%","0,00%",,,,,,,,,,,,,,,"11,35%","5,79%"
0,24/02/2020,MARCHE,0,0,0,0,"0,16","0,00%","0,47%","0,00%",,,,,,,,,,,,,,,"0,00%","-5,00%"
0,24/02/2020,MOLISE,0,0,0,0,"0,21","0,00%","0,54%","0,00%",,,,,,,,,,,,,,,"0,00%","-6,71%"
0,24/02/2020,BOLZANO,0,0,0,0,"0,94","0,00%","0,61%","0,00%",,,,,,,,,,,,,,,"0,00%","-6,93%"
0,24/02/2020,TRENTO,0,0,0,0,"0,15","0,00%","0,75%","0,00%",,,,,,,,,,,,,,,"0,00%","-5,17%"
0,24/02/2020,PIEMONTE,3,0,0,3,"14,80","2,13%","0,95%","0,00%",,,,,,,,,,,,,,,"2,13%","-4,37%"
0,24/02/2020,PUGLIA,0,0,0,0,"0,96","0,00%","1,69%","0,00%",,,,,,,,,,,,,,,"0,00%","-3,47%"
0,24/02/2020,SARDEGNA,0,0,0,0,"0,42","0,00%","1,15%","4,76%",,,,,,,,,,,,,,,"0,00%","-7,94%"
0,24/02/2020,SICILIA,0,0,0,0,"3,10","0,00%","1,15%","4,76%",,,,,,,,,,,,,,,"0,00%","-2,40%"
0,24/02/2020,TOSCANA,0,0,0,0,"0,77","0,00%","3,18%","6,35%",,,,,,,,,,,,,,,"0,00%","-1,90%"
0,24/02/2020,UMBRIA,0,0,0,0,"1,69","0,00%","2,85%","7,41%",,,,,,,,,,,,,,,"0,00%","-3,54%"
0,24/02/2020,VA.AOSTA,0,0,0,0,"0,15","0,00%","3,46%","7,41%",,,,,,,,,,,,,,,"0,00%","-4,30%"
0,24/02/2020,VENETO,32,0,1,33,"41,65","1,45%","4,88%","14,81%",,,,,,,,,,,,,,,"1,45%","-1,77%"
1,25/02/2020,ABRUZZO,0,0,0,0,,"0,00%","4,81%","19,58%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","0,00%"
1,25/02/2020,BASILICATA,0,0,0,0,"0,44","0,00%","6,37%","16,93%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-2,77%"
1,25/02/2020,CALABRIA,0,0,0,0,"3,91","0,00%","6,71%","21,69%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-5,20%"
1,25/02/2020,CAMPANIA,0,0,0,0,"3,07","0,00%","12,26%","24,87%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-5,14%"
1,25/02/2020,EMILIA ROMAGNA,26,0,0,26,"0,80","3,29%","12,87%","25,40%",,8,,0,,0,,8,,,"0,08%",,"0,00%",,"-8,87%","-4,89%"
1,25/02/2020,FRIULI VENEZIA GIULIA,0,0,0,0,"0,28","0,00%","12,53%","23,28%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-4,45%"
1,25/02/2020,LAZIO,2,1,0,3,"5,08","0,00%","14,77%","25,93%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-1,61%","-2,73%"
1,25/02/2020,LIGURIA,1,0,0,1,"0,27","2,63%","15,45%","27,51%",,1,,0,,0,,1,,,"0,06%",,"0,00%",,"2,63%","-0,27%"
1,25/02/2020,LOMBARDIA,231,0,9,240,"6,91","3,04%","15,85%","30,16%",,65,,0,,3,,68,,,"0,03%",,"0,48%",,"-8,31%","-2,28%"
1,25/02/2020,MARCHE,0,0,0,0,"0,16","0,00%","16,80%","31,22%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-4,21%"
1,25/02/2020,MOLISE,0,0,0,0,"0,21","0,00%","18,97%","33,86%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-5,76%"
1,25/02/2020,BOLZANO,1,0,0,1,"0,87","0,00%","19,58%","37,57%",,1,,0,,0,,1,,,"0,19%",,"0,00%",,"0,00%","-5,90%"
1,25/02/2020,TRENTO,0,0,0,0,"0,15","0,00%","21,07%","37,04%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-4,29%"
1,25/02/2020,PIEMONTE,3,0,0,3,"14,81","0,00%","22,29%","35,98%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-2,13%","-5,46%"
1,25/02/2020,PUGLIA,0,0,0,0,"0,94","0,00%","21,82%","36,51%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-3,02%"
1,25/02/2020,SARDEGNA,0,0,0,0,"0,42","0,00%","22,70%","38,62%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-6,50%"
1,25/02/2020,SICILIA,3,0,0,3,"3,11","0,00%","23,17%","37,57%",,3,,0,,0,,3,,,"0,02%",,"0,00%",,"0,00%","-1,96%"
1,25/02/2020,TOSCANA,2,0,0,2,"0,77","1,28%","23,10%","39,68%",,2,,0,,0,,2,,,"0,04%",,"0,00%",,"1,28%","-0,46%"
1,25/02/2020,UMBRIA,0,0,0,0,"1,69","0,00%","24,46%","40,21%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-2,99%"
1,25/02/2020,VA.AOSTA,0,0,0,0,"0,15","0,00%","23,98%","37,57%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-3,71%"
1,25/02/2020,VENETO,42,0,1,43,"41,65","0,63%","23,51%","35,45%",,10,,0,,0,,10,,,"0,00%",,"0,30%",,"-0,82%","-2,19%"
2,26/02/2020,ABRUZZO,0,0,0,0,,"0,00%","23,04%","34,92%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","0,00%"
2,26/02/2020,BASILICATA,0,0,0,0,"0,44","0,00%","22,83%","35,45%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-2,34%"
2,26/02/2020,CALABRIA,0,0,0,0,"3,92","0,00%","22,43%","32,80%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-3,83%"
2,26/02/2020,CAMPANIA,0,0,0,0,"3,08","0,00%","20,73%","30,16%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-4,19%"
2,26/02/2020,EMILIA ROMAGNA,46,0,1,47,"0,79","11,29%","20,66%","28,04%",,20,,0,,1,,21,,,"0,08%",,"0,13%",,"8,00%","2,64%"
2,26/02/2020,FRIULI VENEZIA GIULIA,0,0,0,0,"0,28","0,00%","21,34%","28,57%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-3,33%"
2,26/02/2020,LAZIO,0,3,0,3,"5,08","0,00%","23,44%","28,57%",,-2,,2,,0,,0,,,"-0,02%",,"-0,11%",,"0,00%","-2,18%"
2,26/02/2020,LIGURIA,11,0,0,11,"0,27","37,04%","23,78%","28,57%",,10,,0,,0,,10,,,"0,28%",,"0,00%",,"34,41%","29,34%"
2,26/02/2020,LOMBARDIA,249,0,9,258,"6,91","0,00%","23,37%","27,51%",,18,,0,,0,,18,,,"0,00%",,"0,00%",,"-3,04%","-4,47%"
2,26/02/2020,MARCHE,1,0,0,1,"0,16","14,29%","23,10%","23,28%",,1,,0,,0,,1,,,"0,09%",,"0,00%",,"14,29%","8,97%"
2,26/02/2020,MOLISE,0,0,0,0,"0,21","0,00%","21,95%","22,22%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-4,60%"
2,26/02/2020,BOLZANO,1,0,0,1,"0,82","0,00%","21,61%","22,75%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-4,77%"
2,26/02/2020,TRENTO,0,0,0,0,"0,15","0,00%","21,75%","21,69%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-3,32%"
2,26/02/2020,PIEMONTE,3,0,0,3,"14,81","0,00%","21,48%","21,16%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-4,50%"
2,26/02/2020,PUGLIA,0,0,0,0,"0,93","0,00%","21,68%","20,11%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-2,31%"
2,26/02/2020,SARDEGNA,0,0,0,0,"0,42","0,00%","21,54%","18,52%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-5,06%"
2,26/02/2020,SICILIA,3,0,0,3,"3,11","0,00%","20,93%","18,52%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-1,45%"
2,26/02/2020,TOSCANA,2,0,0,2,"0,77","0,00%","21,82%","16,40%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-1,28%","-1,40%"
2,26/02/2020,UMBRIA,0,0,0,0,"1,69","0,00%","22,15%","14,81%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-2,35%"
2,26/02/2020,VA.AOSTA,0,0,0,0,"0,15","0,00%","21,88%","13,76%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-3,07%"
2,26/02/2020,VENETO,69,0,2,71,"41,66","2,50%","21,95%","12,70%",,27,,0,,1,,28,,,"0,07%",,"0,10%",,"1,87%","-0,39%"
3,27/02/2020,ABRUZZO,1,0,0,1,,"5,00%","22,22%","12,17%",,1,,0,,0,,1,,,"0,07%",,"0,00%",,"5,00%","3,75%"
3,27/02/2020,BASILICATA,0,0,0,0,"0,44","0,00%","21,14%","11,11%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-2,03%"
3,27/02/2020,CALABRIA,0,0,0,0,"3,92","0,00%","20,93%","10,05%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-2,97%"
3,27/02/2020,CAMPANIA,3,0,0,3,"3,08","0,00%","20,73%","8,47%",,3,,0,,0,,3,,,"0,04%",,"0,00%",,"0,00%","-2,89%"
3,27/02/2020,EMILIA ROMAGNA,96,0,1,97,"0,79","10,96%","20,12%","8,47%",,50,,0,,0,,50,,,"0,26%",,"0,40%",,"-0,33%","2,20%"
3,27/02/2020,FRIULI VENEZIA GIULIA,0,0,0,0,"0,28","0,00%","20,53%","8,47%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-1,68%"
3,27/02/2020,LAZIO,0,3,0,3,"5,08","0,00%","20,33%","8,47%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-1,65%"
3,27/02/2020,LIGURIA,19,0,0,19,"0,27","66,67%","20,39%","7,94%",,8,,0,,0,,8,,,"0,17%",,"0,00%",,"29,63%","50,14%"
3,27/02/2020,LOMBARDIA,349,40,14,403,"6,91","129,46%","19,58%","5,82%",,100,,40,,5,,145,,,"0,91%",,"1,28%",,"129,46%","107,26%"
3,27/02/2020,MARCHE,3,0,0,3,"0,16","11,11%","19,31%","5,82%",,2,,0,,0,,2,,,"0,09%",,"0,43%",,"-3,17%","5,16%"
3,27/02/2020,MOLISE,0,0,0,0,"0,21","0,00%","17,82%","6,35%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-2,97%"
3,27/02/2020,BOLZANO,1,0,0,1,"0,76","0,00%","16,94%","5,29%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-3,28%"
3,27/02/2020,TRENTO,0,0,0,0,"0,15","0,00%","16,67%","5,29%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-1,92%"
3,27/02/2020,PIEMONTE,2,0,0,2,"14,82","0,00%","15,79%","5,29%",,-1,,0,,0,,-1,,,"0,00%",,"0,00%",,"0,00%","-3,93%"
3,27/02/2020,PUGLIA,1,0,0,1,"0,92","0,00%","15,65%","4,76%",,1,,0,,0,,1,,,"0,03%",,"0,00%",,"0,00%","-1,70%"
3,27/02/2020,SARDEGNA,0,0,0,0,"0,42","0,00%","15,04%","4,23%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-3,40%"
3,27/02/2020,SICILIA,2,2,0,4,"3,11","0,00%","14,50%","3,70%",,-1,,2,,0,,1,,,"0,00%",,"0,00%",,"0,00%","-1,43%"
3,27/02/2020,TOSCANA,2,0,0,2,"0,76","0,00%","14,57%","3,17%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-1,14%"
3,27/02/2020,UMBRIA,0,0,0,0,"1,70","0,00%","13,89%","3,17%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-1,55%"
3,27/02/2020,VA.AOSTA,0,0,0,0,"0,15","0,00%","13,21%","3,70%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-1,81%"
3,27/02/2020,VENETO,109,0,2,111,"41,66","3,16%","13,08%","3,17%",,40,,0,,0,,40,,,"0,05%",,"0,00%",,"0,66%","0,69%"
4,28/02/2020,ABRUZZO,1,0,0,1,,"0,00%","12,94%","3,17%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-5,00%","-5,00%"
4,28/02/2020,BASILICATA,0,0,0,0,"0,44","0,00%","12,74%","3,17%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-1,33%"
4,28/02/2020,CALABRIA,1,0,0,1,"3,93","14,29%","12,53%","3,17%",,1,,0,,0,,1,,,"0,00%",,"0,00%",,"14,29%","10,29%"
4,28/02/2020,CAMPANIA,4,0,0,4,"3,08","0,49%","11,86%","2,65%",,1,,0,,0,,1,,,"0,00%",,"0,00%",,"0,49%","-1,67%"
4,28/02/2020,EMILIA ROMAGNA,143,0,2,145,"0,78","19,67%","10,64%","2,12%",,47,,0,,1,,48,,,"0,33%",,"0,00%",,"8,71%","9,25%"
4,28/02/2020,FRIULI VENEZIA GIULIA,0,0,0,0,"0,28","0,00%","10,57%","2,12%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-1,28%"
4,28/02/2020,LAZIO,0,3,0,3,"5,08","0,00%","10,09%","1,59%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-1,19%"
4,28/02/2020,LIGURIA,19,0,0,19,"0,27","0,00%","10,09%","1,59%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-66,67%","-16,12%"
4,28/02/2020,LOMBARDIA,474,40,17,531,"6,91","8,45%","9,62%","1,59%",,125,,0,,3,,128,,,"0,62%",,"0,48%",,"-121,02%","-14,49%"
4,28/02/2020,MARCHE,6,0,0,6,"0,16","17,46%","9,35%","1,59%",,3,,0,,0,,3,,,"0,09%",,"0,43%",,"288,89%","252,00%"
4,28/02/2020,MOLISE,0,0,0,0,"0,21","0,00%","8,67%","1,59%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-2,17%"
4,28/02/2020,BOLZANO,1,0,0,1,"0,72","0,00%","8,27%","1,59%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-3,00%"
4,28/02/2020,TRENTO,0,0,0,0,"0,15","0,00%","8,27%","1,59%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-1,26%"
4,28/02/2020,PIEMONTE,11,0,0,11,"14,82","12,68%","7,05%","2,12%",,9,,0,,0,,9,,,"0,09%",,"0,00%",,"12,68%","8,20%"
4,28/02/2020,PUGLIA,3,0,0,3,"0,91","0,83%","7,66%","3,17%",,2,,0,,0,,2,,,"0,00%",,"0,00%",,"0,83%","-0,41%"
4,28/02/2020,SARDEGNA,0,0,0,0,"0,42","0,00%","7,66%","3,17%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-2,42%"
4,28/02/2020,SICILIA,2,2,0,4,"3,11","0,00%","7,59%","1,59%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-1,15%"
4,28/02/2020,TOSCANA,7,1,0,8,"0,76","22,22%","7,38%","1,59%",,5,,1,,0,,6,,,"0,06%",,"0,00%",,"22,22%","18,30%"
4,28/02/2020,UMBRIA,0,0,0,0,"1,70","0,00%","6,98%","2,12%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-1,18%"
4,28/02/2020,VA.AOSTA,0,0,0,0,"0,15","0,00%","6,50%","1,59%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","-1,40%"
4,28/02/2020,VENETO,149,0,2,151,"41,66","3,20%","5,96%","2,12%",,40,,0,,0,,40,,,"0,08%",,"0,10%",,"0,04%","0,46%"
5,29/02/2020,ABRUZZO,2,0,0,2,,"10,00%","6,03%","2,12%",,1,,0,,0,,1,,,"0,07%",,"0,00%",,"10,00%","8,33%"
5,29/02/2020,BASILICATA,0,0,0,0,"0,44","0,00%","6,17%","2,12%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","0,00%"
5,29/02/2020,CALABRIA,1,0,0,1,"3,94","0,00%","5,62%","2,65%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-14,29%","0,00%"
5,29/02/2020,CAMPANIA,13,0,0,13,"3,08","5,63%","5,49%","2,65%",,9,,0,,0,,9,,,"0,02%",,"0,00%",,"5,13%","5,63%"
5,29/02/2020,EMILIA ROMAGNA,213,0,4,217,"0,77","26,37%","5,15%","2,12%",,70,,0,,2,,72,,,"0,49%",,"0,66%",,"6,70%","26,37%"
5,29/02/2020,FRIULI VENEZIA GIULIA,0,0,0,0,"0,28","0,00%","4,88%","2,12%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","0,00%"
5,29/02/2020,LAZIO,3,3,0,6,"5,09","4,41%","4,81%","2,12%",,3,,0,,0,,3,,,"0,05%",,"0,00%",,"4,41%","4,41%"
5,29/02/2020,LIGURIA,38,4,0,42,"0,27","255,56%","4,81%","1,59%",,19,,4,,0,,23,,,"-0,28%",,"0,46%",,"255,56%","255,56%"
5,29/02/2020,LOMBARDIA,552,40,23,615,"6,92","9,46%","4,54%","1,59%",,78,,0,,6,,84,,,"0,21%",,"2,64%",,"1,01%","9,46%"
5,29/02/2020,MARCHE,11,0,0,11,"0,16","23,81%","4,13%","1,06%",,5,,0,,0,,5,,,"0,26%",,"0,00%",,"-276,19%","23,81%"
5,29/02/2020,MOLISE,0,0,0,0,"0,21","0,00%","3,93%","1,06%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","0,00%"
5,29/02/2020,BOLZANO,1,0,0,1,"0,68","0,00%","3,59%","0,53%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","0,00%"
5,29/02/2020,TRENTO,0,0,0,0,"0,15","0,00%","3,32%","1,59%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","0,00%"
5,29/02/2020,PIEMONTE,11,0,0,11,"14,82","0,00%","3,39%","1,59%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-12,68%","0,00%"
5,29/02/2020,PUGLIA,3,0,0,3,"0,89","0,00%","3,32%","1,59%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-0,83%","0,00%"
5,29/02/2020,SARDEGNA,0,0,0,0,"0,42","0,00%","3,12%","1,59%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","0,00%"
5,29/02/2020,SICILIA,2,2,0,4,"3,11","0,00%","2,78%","1,06%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","0,00%"
5,29/02/2020,TOSCANA,10,1,0,11,"0,76","3,19%","2,17%","1,06%",,3,,0,,0,,3,,,"0,04%",,"0,00%",,"-19,03%","3,19%"
5,29/02/2020,UMBRIA,0,0,0,0,"1,70","0,00%","2,03%","1,06%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","0,00%"
5,29/02/2020,VA.AOSTA,0,0,0,0,"0,15","0,00%","2,10%","1,06%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%","0,00%"
5,29/02/2020,VENETO,189,0,2,191,"41,66","3,21%","1,90%","1,06%",,40,,0,,0,,40,,,"0,00%",,"0,20%",,"0,01%","3,21%"
6,01/03/2020,ABRUZZO,5,0,0,5,,"33,33%","1,90%","1,06%",,3,"3,71",0,"0,00",0,"0,00",3,"3,71",,"0,07%","0,14%","0,00%","0,00%","23,33%","26,43%"
6,01/03/2020,BASILICATA,0,0,0,0,"0,44","0,00%","2,24%","0,00%",,0,"0,00",0,"0,00",0,"0,00",0,"0,00","0,44","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
6,01/03/2020,CALABRIA,1,0,0,1,"3,95","0,00%","2,17%","0,00%",,0,"0,57",0,"0,00",0,"0,00",0,"0,57","3,92","0,00%","0,00%","0,00%","0,00%","0,00%","-2,04%"
6,01/03/2020,CAMPANIA,17,0,0,17,"3,08","0,00%","1,90%","0,00%",,4,"11,71",0,"0,00",0,"0,00",4,"11,71","3,08","0,02%","0,05%","0,00%","0,00%","-5,63%","-0,87%"
6,01/03/2020,EMILIA ROMAGNA,277,0,8,285,"0,76","27,76%","1,83%","0,00%",,64,"160,00",0,"0,00",4,"5,71",68,"165,71","0,79","0,67%","1,23%","0,26%","0,87%","1,38%","11,83%"
6,01/03/2020,FRIULI VENEZIA GIULIA,6,0,0,6,"0,28","11,11%","1,90%","0,00%",,6,"5,14",0,"0,00",0,"0,00",6,"5,14","0,28","0,00%","0,00%","0,00%","0,00%","11,11%","9,52%"
6,01/03/2020,LAZIO,3,3,0,6,"5,09","0,00%","2,03%","0,00%",,0,"1,57",0,"0,57",0,"0,00",0,"2,14","5,08","0,00%","0,03%","0,00%","-0,05%","-4,41%","-0,86%"
6,01/03/2020,LIGURIA,21,4,0,25,"0,27","0,00%","2,03%","0,00%",,-17,"5,43",0,"2,86",0,"0,00",-17,"8,29","0,27","0,45%","0,34%","0,00%","0,33%","-255,56%","-51,70%"
6,01/03/2020,LOMBARDIA,887,73,24,984,"6,92","31,92%","1,90%","0,00%",,335,"471,57",33,"45,43",1,"9,43",369,"526,43","6,91","1,47%","2,05%","2,08%","4,35%","22,46%","4,25%"
6,01/03/2020,MARCHE,25,0,0,25,"0,16","42,42%","1,83%","0,00%",,14,"18,43",0,"0,00",0,"0,00",14,"18,43","0,16","0,51%","0,73%","1,29%","1,53%","18,61%","-13,52%"
6,01/03/2020,MOLISE,0,0,0,0,"0,21","0,00%","1,76%","0,00%",,0,"0,00",0,"0,00",0,"0,00",0,"0,00","0,21","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
6,01/03/2020,BOLZANO,1,0,0,1,"0,64","0,00%","1,76%","0,00%",,0,"0,14",0,"0,00",0,"0,00",0,"0,14","0,77","0,00%","0,03%","0,00%","0,00%","0,00%","0,00%"
6,01/03/2020,TRENTO,0,0,0,0,"0,15","0,00%","1,69%","0,00%",,0,"0,00",0,"0,00",0,"0,00",0,"0,00","0,15","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
6,01/03/2020,PIEMONTE,49,0,0,49,"14,83","70,37%","1,49%","0,00%",,38,"37,29",0,"0,00",0,"0,00",38,"37,29","14,81","0,07%","0,10%","0,32%","0,27%","70,37%","58,20%"
6,01/03/2020,PUGLIA,3,0,0,3,"0,88","0,00%","1,29%","0,00%",,0,"1,57",0,"0,00",0,"0,00",0,"1,57","0,92","0,00%","0,01%","0,00%","0,00%","0,00%","-0,12%"
6,01/03/2020,SARDEGNA,0,0,0,0,"0,41","0,00%","1,29%","0,00%",,0,"0,00",0,"0,00",0,"0,00",0,"0,00","0,42","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
6,01/03/2020,SICILIA,7,2,0,9,"3,12","1,75%","1,15%","0,00%",,5,"4,29",0,"0,86",0,"0,00",5,"5,14","3,11","0,00%","0,00%","0,00%","0,00%","1,75%","1,50%"
6,01/03/2020,TOSCANA,12,1,0,13,"0,76","4,88%","1,15%","0,00%",,2,"7,00",0,"0,57",0,"0,00",2,"7,57","0,76","0,00%","0,07%","0,00%","0,00%","1,69%","0,37%"
6,01/03/2020,UMBRIA,2,0,0,2,"1,70","50,00%","1,15%","0,00%",,2,"1,71",0,"0,00",0,"0,00",2,"1,71","1,70","0,00%","0,00%","0,00%","0,00%","50,00%","42,86%"
6,01/03/2020,VA.AOSTA,0,0,0,0,"0,15","0,00%","1,02%","0,00%",,0,"0,00",0,"0,00",0,"0,00",0,"0,00","0,15","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
6,01/03/2020,VENETO,261,0,2,263,"41,67","18,14%","0,95%","0,00%",,72,"139,43",0,"0,00",0,"0,29",72,"139,71","41,66","0,45%","0,45%","0,20%","0,39%","14,92%","13,52%"
7,02/03/2020,ABRUZZO,5,0,0,5,,"0,00%","0,88%","0,00%",,0,"3,00",0,"0,00",0,"0,00",0,"3,00",,"0,00%","0,11%","0,00%","0,00%","-33,33%","-6,90%"
7,02/03/2020,BASILICATA,0,0,0,0,,"0,00%","0,81%","0,00%",,0,"0,00",0,"0,00",0,"0,00",0,"0,00","0,38","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
7,02/03/2020,CALABRIA,1,0,0,1,"0,00","0,00%","0,54%","0,53%",,0,"0,43",0,"0,00",0,"0,00",0,"0,43","3,37","0,00%","0,00%","0,00%","0,00%","0,00%","-2,04%"
7,02/03/2020,CAMPANIA,17,0,0,17,"0,00","0,00%","0,54%","1,06%",,0,"9,29",0,"0,00",0,"0,00",0,"9,29","2,64","0,00%","0,04%","0,00%","0,00%","0,00%","-0,87%"
7,02/03/2020,EMILIA ROMAGNA,324,0,11,335,"0,01","28,09%","0,75%","1,06%",,47,"163,29",0,"0,00",3,"7,14",50,"170,43","0,67","0,34%","1,24%","0,40%","1,00%","0,33%","9,88%"
7,02/03/2020,FRIULI VENEZIA GIULIA,9,0,0,9,"0,00","11,54%","0,75%","1,06%",,3,"6,86",0,"0,00",0,"0,00",3,"6,86","0,24","0,00%","0,00%","0,00%","0,00%","0,43%","8,30%"
7,02/03/2020,LAZIO,4,3,0,7,"0,00","2,04%","0,88%","1,06%",,1,"2,29",0,"0,29",0,"0,00",1,"2,57","4,36","0,00%","0,02%","0,00%","-0,03%","2,04%","1,12%"
7,02/03/2020,LIGURIA,18,4,0,22,"0,00","0,00%","0,88%","0,53%",,-3,"-0,14",0,"2,29",0,"0,00",-3,"2,14","0,23","0,00%","0,24%","0,00%","0,26%","0,00%","-51,70%"
7,02/03/2020,LOMBARDIA,1077,139,38,1254,"0,23","25,81%","0,95%","0,53%",,190,"531,43",66,"91,57",14,"18,86",270,"641,86","5,96","0,71%","2,19%","1,68%","4,73%","-6,11%","-3,92%"
