GIORNO,DATA,REGIONE,POSITIVI,DIMESSI,DECEDUTI,CASI TOTALI,Rt,P.TamponiPos,P.PostiNorm.,P.Posti.ICU,,V-1,V-7,V-1,V-7,V-1,V-7,V-1,V-7,M-7,V-1,V-7,V-1,V-7,V-1,V-7
2,26/02/2020,PUGLIA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,,
2,26/02/2020,SARDEGNA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
2,26/02/2020,SICILIA,3,0,0,3,,,"0,02%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
2,26/02/2020,TOSCANA,2,0,0,2,,,"0,04%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-0,12%",
2,26/02/2020,UMBRIA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
2,26/02/2020,VA.AOSTA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
2,26/02/2020,VENETO,69,0,2,71,,,"0,27%","0,80%",,27,,0,,1,,28,,,"0,07%",,"0,10%",,"0,31%",
3,27/02/2020,ABRUZZO,1,0,0,1,,,"0,07%","0,00%",,1,,0,,0,,1,,,"0,07%",,"0,00%",,"3,03%",
3,27/02/2020,BASILICATA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,,
3,27/02/2020,CALABRIA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
3,27/02/2020,CAMPANIA,3,0,0,3,,,"0,04%","0,00%",,3,,0,,0,,3,,,"0,04%",,"0,00%",,"30,00%",
3,27/02/2020,EMILIA ROMAGNA,96,0,1,97,,,"0,59%","0,79%",,50,,0,,0,,50,,,"0,26%",,"0,40%",,"1,24%",
3,27/02/2020,FRIULI VENEZIA GIULIA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
3,27/02/2020,LAZIO,0,3,0,3,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-1,88%",
3,27/02/2020,LIGURIA,19,0,0,19,,,"0,50%","0,00%",,8,,0,,0,,8,,,"0,17%",,"0,00%",,"7,69%",
3,27/02/2020,LOMBARDIA,349,40,14,403,,,"1,68%","3,29%",,100,,40,,5,,145,,,"0,91%",,"1,28%",,"4,10%",
3,27/02/2020,MARCHE,3,0,0,3,,,"0,17%","0,43%",,2,,0,,0,,2,,,"0,09%",,"0,43%",,"2,95%",
3,27/02/2020,MOLISE,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,,
3,27/02/2020,BOLZANO,1,0,0,1,,,"0,19%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-50,00%",
3,27/02/2020,TRENTO,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
3,27/02/2020,PIEMONTE,2,0,0,2,,,"0,03%","0,00%",,-1,,0,,0,,-1,,,"0,00%",,"0,00%",,"-0,64%",
3,27/02/2020,PUGLIA,1,0,0,1,,,"0,03%","0,00%",,1,,0,,0,,1,,,"0,03%",,"0,00%",,,
3,27/02/2020,SARDEGNA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
3,27/02/2020,SICILIA,2,2,0,4,,,"0,02%","0,00%",,-1,,2,,0,,1,,,"0,00%",,"0,00%",,"20,00%",
3,27/02/2020,TOSCANA,2,0,0,2,,,"0,04%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-0,06%",
3,27/02/2020,UMBRIA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
3,27/02/2020,VA.AOSTA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
3,27/02/2020,VENETO,109,0,2,111,,,"0,32%","0,80%",,40,,0,,0,,40,,,"0,05%",,"0,00%",,"0,35%",
4,28/02/2020,ABRUZZO,1,0,0,1,,,"0,07%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
4,28/02/2020,BASILICATA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,,
4,28/02/2020,CALABRIA,1,0,0,1,,,"0,00%","0,00%",,1,,0,,0,,1,,,"0,00%",,"0,00%",,"4,76%",
4,28/02/2020,CAMPANIA,4,0,0,4,,,"0,04%","0,00%",,1,,0,,0,,1,,,"0,00%",,"0,00%",,"-28,12%",
4,28/02/2020,EMILIA ROMAGNA,143,0,2,145,,,"0,91%","0,79%",,47,,0,,1,,48,,,"0,33%",,"0,00%",,"1,96%",
4,28/02/2020,FRIULI VENEZIA GIULIA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
4,28/02/2020,LAZIO,0,3,0,3,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-0,05%",
4,28/02/2020,LIGURIA,19,0,0,19,,,"0,50%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-7,39%",
4,28/02/2020,LOMBARDIA,474,40,17,531,,,"2,30%","3,77%",,125,,0,,3,,128,,,"0,62%",,"0,48%",,"-1,16%",
4,28/02/2020,MARCHE,6,0,0,6,,,"0,26%","0,86%",,3,,0,,0,,3,,,"0,09%",,"0,43%",,"6,24%",
4,28/02/2020,MOLISE,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,,
4,28/02/2020,BOLZANO,1,0,0,1,,,"0,19%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
4,28/02/2020,TRENTO,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
4,28/02/2020,PIEMONTE,11,0,0,11,,,"0,12%","0,00%",,9,,0,,0,,9,,,"0,09%",,"0,00%",,"3,56%",
4,28/02/2020,PUGLIA,3,0,0,3,,,"0,03%","0,00%",,2,,0,,0,,2,,,"0,00%",,"0,00%",,,
4,28/02/2020,SARDEGNA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
4,28/02/2020,SICILIA,2,2,0,4,,,"0,02%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
4,28/02/2020,TOSCANA,7,1,0,8,,,"0,10%","0,00%",,5,,1,,0,,6,,,"0,06%",,"0,00%",,"1,34%",
4,28/02/2020,UMBRIA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
4,28/02/2020,VA.AOSTA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
4,28/02/2020,VENETO,149,0,2,151,,,"0,40%","0,90%",,40,,0,,0,,40,,,"0,08%",,"0,10%",,"0,24%",
5,29/02/2020,ABRUZZO,2,0,0,2,,,"0,14%","0,00%",,1,,0,,0,,1,,,"0,07%",,"0,00%",,"1,62%",
5,29/02/2020,BASILICATA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,,
5,29/02/2020,CALABRIA,1,0,0,1,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-1,06%",
5,29/02/2020,CAMPANIA,13,0,0,13,,,"0,07%","0,00%",,9,,0,,0,,9,,,"0,02%",,"0,00%",,"1,61%",
5,29/02/2020,EMILIA ROMAGNA,213,0,4,217,,,"1,40%","1,45%",,70,,0,,2,,72,,,"0,49%",,"0,66%",,"2,65%",
5,29/02/2020,FRIULI VENEZIA GIULIA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
5,29/02/2020,LAZIO,3,3,0,6,,,"0,05%","0,00%",,3,,0,,0,,3,,,"0,05%",,"0,00%",,"0,39%",
5,29/02/2020,LIGURIA,38,4,0,42,,,"0,22%","0,46%",,19,,4,,0,,23,,,"-0,28%",,"0,46%",,"17,75%",
5,29/02/2020,LOMBARDIA,552,40,23,615,,,"2,51%","6,41%",,78,,0,,6,,84,,,"0,21%",,"2,64%",,"-0,24%",
5,29/02/2020,MARCHE,11,0,0,11,,,"0,51%","0,86%",,5,,0,,0,,5,,,"0,26%",,"0,00%",,"3,41%",
5,29/02/2020,MOLISE,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,,
5,29/02/2020,BOLZANO,1,0,0,1,,,"0,19%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-43,75%",
5,29/02/2020,TRENTO,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
5,29/02/2020,PIEMONTE,11,0,0,11,,,"0,12%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-1,27%",
5,29/02/2020,PUGLIA,3,0,0,3,,,"0,03%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-0,05%",
5,29/02/2020,SARDEGNA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
5,29/02/2020,SICILIA,2,2,0,4,,,"0,02%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"-13,33%",
5,29/02/2020,TOSCANA,10,1,0,11,,,"0,14%","0,00%",,3,,0,,0,,3,,,"0,04%",,"0,00%",,"0,24%",
5,29/02/2020,UMBRIA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
5,29/02/2020,VA.AOSTA,0,0,0,0,,,"0,00%","0,00%",,0,,0,,0,,0,,,"0,00%",,"0,00%",,"0,00%",
5,29/02/2020,VENETO,189,0,2,191,,,"0,40%","1,10%",,40,,0,,0,,40,,,"0,00%",,"0,20%",,"0,17%",
6,01/03/2020,ABRUZZO,5,0,0,5,,,"0,20%","0,00%",,3,4,0,0,0,0,3,4,,"0,07%","0,14%","0,00%","0,00%","4,96%","6,71%"
6,01/03/2020,BASILICATA,0,0,0,0,,,"0,00%","0,00%",,0,0,0,0,0,0,0,0,,"0,00%","0,00%","0,00%","0,00%","0,00%",
6,01/03/2020,CALABRIA,1,0,0,1,,,"0,00%","0,00%",,0,1,0,0,0,0,0,1,,"0,00%","0,00%","0,00%","0,00%","-0,85%","1,24%"
6,01/03/2020,CAMPANIA,17,0,0,17,,,"0,09%","0,00%",,4,12,0,0,0,0,4,12,,"0,02%","0,05%","0,00%","0,00%","1,07%","-1,15%"
6,01/03/2020,EMILIA ROMAGNA,277,0,8,285,,,"2,07%","1,72%",,64,160,0,0,4,6,68,166,,"0,67%","1,26%","0,26%","0,91%","1,88%","4,79%"
6,01/03/2020,FRIULI VENEZIA GIULIA,6,0,0,6,,,"0,00%","0,00%",,6,5,0,0,0,0,6,5,,"0,00%","0,00%","0,00%","0,00%","2,47%","2,12%"
6,01/03/2020,LAZIO,3,3,0,6,,,"0,05%","0,00%",,0,2,0,1,0,0,0,2,,"0,00%","0,03%","0,00%","-0,03%","-0,05%","-0,60%"
6,01/03/2020,LIGURIA,21,4,0,25,,,"0,67%","0,46%",,-17,5,0,3,0,0,-17,8,,"0,45%","0,34%","0,00%","0,33%","-14,05%","4,10%"
6,01/03/2020,LOMBARDIA,887,73,24,984,,,"3,98%","8,49%",,335,472,33,45,1,9,369,526,,"1,47%","2,15%","2,08%","4,57%","3,56%","3,67%"
6,01/03/2020,MARCHE,25,0,0,25,,,"1,02%","2,15%",,14,18,0,0,0,0,14,18,,"0,51%","0,73%","1,29%","1,53%","8,58%","15,64%"
6,01/03/2020,MOLISE,0,0,0,0,,,"0,00%","0,00%",,0,0,0,0,0,0,0,0,,"0,00%","0,00%","0,00%","0,00%",,
6,01/03/2020,BOLZANO,1,0,0,1,,,"0,19%","0,00%",,0,0,0,0,0,0,0,0,,"0,00%","0,03%","0,00%","0,00%","-1,25%","-39,46%"
6,01/03/2020,TRENTO,0,0,0,0,,,"0,00%","0,00%",,0,0,0,0,0,0,0,0,,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
6,01/03/2020,PIEMONTE,49,0,0,49,,,"0,19%","0,32%",,38,37,0,0,0,0,38,37,,"0,07%","0,11%","0,32%","0,27%","9,96%","9,33%"
6,01/03/2020,PUGLIA,3,0,0,3,,,"0,03%","0,00%",,0,2,0,0,0,0,0,2,,"0,00%","0,01%","0,00%","0,00%","-0,05%",
6,01/03/2020,SARDEGNA,0,0,0,0,,,"0,00%","0,00%",,0,0,0,0,0,0,0,0,,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
6,01/03/2020,SICILIA,7,2,0,9,,,"0,02%","0,00%",,5,4,0,1,0,0,5,5,,"0,00%","0,00%","0,00%","0,00%","-63,57%","-46,87%"
6,01/03/2020,TOSCANA,12,1,0,13,,,"0,14%","0,00%",,2,7,0,1,0,0,2,8,,"0,00%","0,07%","0,00%","0,00%","0,20%","1,15%"
6,01/03/2020,UMBRIA,2,0,0,2,,,"0,00%","0,00%",,2,2,0,0,0,0,2,2,,"0,00%","0,00%","0,00%","0,00%","5,71%",
6,01/03/2020,VA.AOSTA,0,0,0,0,,,"0,00%","0,00%",,0,0,0,0,0,0,0,0,,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
6,01/03/2020,VENETO,261,0,2,263,,,"0,85%","1,30%",,72,139,0,0,0,0,72,140,,"0,45%","0,47%","0,20%","0,44%","0,70%","1,04%"
7,02/03/2020,ABRUZZO,5,0,0,5,,,"0,20%","0,00%",,0,3,0,0,0,0,0,3,,"0,00%","0,11%","0,00%","0,00%","0,00%","5,34%"
7,02/03/2020,BASILICATA,0,0,0,0,,,"0,00%","0,00%",,0,0,0,0,0,0,0,0,,"0,00%","0,00%","0,00%","0,00%","0,00%",
7,02/03/2020,CALABRIA,1,0,0,1,,,"0,00%","0,00%",,0,0,0,0,0,0,0,0,,"0,00%","0,00%","0,00%","0,00%","-0,29%","0,58%"
7,02/03/2020,CAMPANIA,17,0,0,17,,,"0,09%","0,00%",,0,9,0,0,0,0,0,9,,"0,00%","0,04%","0,00%","0,00%","0,00%","-1,80%"
7,02/03/2020,EMILIA ROMAGNA,324,0,11,335,,,"2,42%","2,11%",,47,163,0,0,3,7,50,170,,"0,34%","1,28%","0,40%","1,04%","1,10%","5,21%"
7,02/03/2020,FRIULI VENEZIA GIULIA,9,0,0,9,,,"0,00%","0,00%",,3,7,0,0,0,0,3,7,,"0,00%","0,00%","0,00%","0,00%","0,88%","2,52%"
7,02/03/2020,LAZIO,4,3,0,7,,,"0,05%","0,00%",,1,2,0,0,0,0,1,3,,"0,00%","0,02%","0,00%","-0,02%","0,08%","-0,31%"
7,02/03/2020,LIGURIA,18,4,0,22,,,"0,67%","0,46%",,-3,0,0,2,0,0,-3,2,,"0,00%","0,25%","0,00%","0,26%","-2,48%","-0,98%"
7,02/03/2020,LOMBARDIA,1077,139,38,1254,,,"4,68%","10,18%",,190,531,66,92,14,19,270,642,,"0,71%","2,30%","1,68%","5,01%","1,52%","4,61%"
7,02/03/2020,MARCHE,34,0,1,35,,,"1,45%","2,58%",,9,23,0,0,1,1,10,23,,"0,43%","0,95%","0,43%","1,59%","0,79%","12,79%"
7,02/03/2020,MOLISE,0,0,0,0,,,"0,00%","0,00%",,0,0,0,0,0,0,0,0,,"0,00%","0,00%","0,00%","0,00%","0,00%",
7,02/03/2020,BOLZANO,1,0,0,1,,,"0,19%","0,00%",,0,0,0,0,0,0,0,0,,"0,00%","0,00%","0,00%","0,00%","0,00%","-40,18%"
7,02/03/2020,TRENTO,0,0,0,0,,,"0,00%","0,00%",,0,0,0,0,0,0,0,0,,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
7,02/03/2020,PIEMONTE,51,0,0,51,,,"0,21%","0,32%",,2,32,0,0,0,0,2,32,,"0,02%","0,10%","0,00%","0,23%","-1,78%","6,17%"
7,02/03/2020,PUGLIA,4,0,0,4,,,"0,06%","0,00%",,1,2,0,0,0,0,1,2,,"0,03%","0,03%","0,00%","0,00%","0,29%",
7,02/03/2020,SARDEGNA,0,0,0,0,,,"0,00%","0,00%",,0,0,0,0,0,0,0,0,,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
7,02/03/2020,SICILIA,5,2,0,7,,,"0,05%","0,00%",,-2,2,0,1,0,0,-2,2,,"0,02%","0,02%","0,00%","0,00%","-0,81%","-48,01%"
7,02/03/2020,TOSCANA,12,1,0,13,,,"0,14%","0,00%",,0,5,0,0,0,0,0,6,,"0,00%","0,05%","0,00%","0,00%","-0,15%","0,69%"
7,02/03/2020,UMBRIA,2,0,0,2,,,"0,00%","0,00%",,0,1,0,0,0,0,0,1,,"0,00%","0,00%","0,00%","0,00%","0,00%","4,08%"
7,02/03/2020,VA.AOSTA,0,0,0,0,,,"0,00%","0,00%",,0,0,0,0,0,0,0,0,,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
7,02/03/2020,VENETO,271,0,2,273,,,"0,88%","1,40%",,10,115,0,0,0,0,10,115,,"0,03%","0,41%","0,10%","0,40%","-0,11%","0,74%"
8,03/03/2020,ABRUZZO,6,0,0,6,,,"0,34%","0,00%",,1,3,0,0,0,0,1,3,,"0,14%","0,19%","0,00%","0,00%","1,92%","5,61%"
8,03/03/2020,BASILICATA,1,0,0,1,,,"0,00%","0,00%",,1,1,0,0,0,0,1,1,,"0,00%","0,00%","0,00%","0,00%","2,38%",
8,03/03/2020,CALABRIA,1,0,0,1,,,"0,00%","0,00%",,0,0,0,0,0,0,0,0,,"0,00%","0,00%","0,00%","0,00%","0,00%","0,21%"
8,03/03/2020,CAMPANIA,30,0,0,30,,,"0,24%","0,00%",,13,18,0,0,0,0,13,18,,"0,15%","0,16%","0,00%","0,00%","2,85%","0,00%"
8,03/03/2020,EMILIA ROMAGNA,398,4,18,420,,,"3,05%","3,17%",,74,184,4,3,7,12,85,199,,"0,64%","1,51%","1,06%","1,68%","3,90%","7,07%"
8,03/03/2020,FRIULI VENEZIA GIULIA,13,0,0,13,,,"0,08%","0,00%",,4,9,0,0,0,0,4,9,,"0,08%","0,07%","0,00%","0,00%","0,33%","2,32%"
8,03/03/2020,LAZIO,11,3,0,14,,,"0,16%","0,00%",,7,8,0,0,0,0,7,8,,"0,11%","0,11%","0,00%","0,00%","0,69%","0,50%"
8,03/03/2020,LIGURIA,19,4,1,24,,,"0,67%","0,93%",,1,-2,0,2,1,1,2,1,,"0,00%","0,16%","0,46%","0,60%","1,65%","-1,79%"
8,03/03/2020,LOMBARDIA,1326,139,55,1520,,,"6,84%","13,38%",,249,624,0,72,17,29,266,725,,"2,15%","3,58%","3,21%","6,59%","0,05%","3,31%"
8,03/03/2020,MARCHE,59,0,2,61,,,"2,30%","5,58%",,25,39,0,0,1,2,26,41,,"0,85%","1,47%","3,00%","3,80%","4,95%","13,38%"
